Question,Answer
"A small business is launching a new product line and wants to estimate their sales growth over the next 5 years. In the first year, they expect to sell 500 units. Each subsequent year, they anticipate a 20% increase in units sold compared to the previous year. How many total units will the small business sell over the 5-year period?","In the first year, the small business will sell 500 units.
In the second year, they will sell 500*1.20=<<500*1.20=600>>600 units.
In the third year, they will sell 600*1.20=<<600*1.20=720>>720 units.
In the fourth year, they will sell 720*1.20=<<720*1.20=864>>864 units.
In the fifth year, they will sell 864*1.20=<<864*1.20=1037>>1037 units.
Adding up the units sold each year: 500+600+720+864+1037=<<500+600+720+864+1037=3721>>3721 total units sold over the 5-year period.
#### 3721"
"A village starts with a population of 250 people. Each year, the population grows by 20%. After 3 years, a group of 50 people moves away from the village. What is the population of the village at the end of the third year?","After the first year, the population will be 250 * 1.2 = <<250*1.2=300>>300 people.
After the second year, the population will be 300 * 1.2 = <<300*1.2=360>>360 people.
After the third year, before people move away, the population will be 360 * 1.2 = <<360*1.2=432>>432 people.
After 50 people move away, the population at the end of the third year will be 432 - 50 = <<432-50=382>>382 people.
#### 382"
"A small business is experiencing steady growth in its customer base. At the start of the year, they had 500 customers. Each month, the number of customers increases by 6%. If this growth rate continues, how many customers will the business have at the end of the year?","To find the number of customers at the end of the year, we need to calculate the 6% increase for each of the 12 months.
Month 1: 500 * 1.06 = <<500*1.06=530>>530 customers
Month 2: 530 * 1.06 = <<530*1.06=562>>562 customers
Month 3: 562 * 1.06 = <<562*1.06=596>>596 customers
Month 4: 596 * 1.06 = <<596*1.06=632>>632 customers
Month 5: 632 * 1.06 = <<632*1.06=670>>670 customers
Month 6: 670 * 1.06 = <<670*1.06=710>>710 customers
Month 7: 710 * 1.06 = <<710*1.06=753>>753 customers
Month 8: 753 * 1.06 = <<753*1.06=798>>798 customers
Month 9: 798 * 1.06 = <<798*1.06=846>>846 customers
Month 10: 846 * 1.06 = <<846*1.06=897>>897 customers
Month 11: 897 * 1.06 = <<897*1.06=951>>951 customers
Month 12: 951 * 1.06 = <<951*1.06=1008>>1008 customers
At the end of the year, the small business will have approximately 1008 customers.
#### 1008"
"A factory produces 120 cars per day. The factory manager wants to increase production by 5% each month for the next 6 months. Assuming 30 working days per month, how many cars will the factory produce per day at the end of the 6-month period?","The factory currently produces 120 cars per day.
Month 1: 120 * 1.05 = <<120*1.05=126>>126 cars per day
Month 2: 126 * 1.05 = <<126*1.05=132.3>>132 cars per day (rounded down)
Month 3: 132 * 1.05 = <<132*1.05=138.6>>139 cars per day (rounded up)
Month 4: 139 * 1.05 = <<139*1.05=145.95>>146 cars per day (rounded up)
Month 5: 146 * 1.05 = <<146*1.05=153.3>>153 cars per day (rounded down)
Month 6: 153 * 1.05 = <<153*1.05=160.65>>161 cars per day (rounded up)
At the end of the 6-month period, the factory will produce 161 cars per day.
#### 161"
"A rare bacteria population in a lab is observed to triple every 14 hours. If the lab starts with a population of 150 bacteria cells, how many bacteria cells will be present after 42 hours of growth?","The bacteria population triples every 14 hours. After the first 14 hours, the population will be 150*3=<<150*3=450>>450 bacteria cells.
After 28 hours, the population will triple again to 450*3=<<450*3=1350>>1350 bacteria cells.
After 42 hours, the population will triple once more to 1350*3=<<1350*3=4050>>4050 bacteria cells.
#### 4050"
"A grocery store starts with 200 pounds of apples. Each day, they sell 15% of the apples they have in stock. After 3 days of sales, how many pounds of apples will the store have left?","The store starts with 200 pounds of apples.
After the first day, they will have sold 200 * 0.15 = <<200*0.15=30>>30 pounds, leaving them with 200 - 30 = <<200-30=170>>170 pounds.
After the second day, they will sell 170 * 0.15 = <<170*0.15=25.5>>26 pounds (rounded to the nearest whole number), leaving them with 170 - 26 = <<170-26=144>>144 pounds.
After the third day, they will sell 144 * 0.15 = <<144*0.15=21.6>>22 pounds (rounded to the nearest whole number), leaving them with 144 - 22 = <<144-22=122>>122 pounds.
#### 122"
"A small business starts with an initial investment of $10,000 and projects a growth rate of 15% per year. If this growth rate remains constant, what will the value of the business be after 5 years?","Start with the initial investment of $10,000.
After 1 year, the value will be $10,000 * 1.15 = <<10000*1.15=11500>>$11,500
After 2 years, the value will be $11,500 * 1.15 = <<11500*1.15=13225>>$13,225
After 3 years, the value will be $13,225 * 1.15 = <<13225*1.15=15209>>$15,209
After 4 years, the value will be $15,209 * 1.15 = <<15209*1.15=17490>>$17,490
After 5 years, the value will be $17,490 * 1.15 = <<17490*1.15=20114>>$20,114
#### 20114"
"A young oak tree is currently 5 feet tall. It is expected to grow at a rate of 20% per year for the next 5 years. Assuming this growth rate remains consistent, how tall will the oak tree be at the end of the 5-year period?","The oak tree starts at 5 feet tall.
After 1 year, it will grow by 20%, which is 5 * 0.20 = <<5*0.20=1>>1 foot. So, after 1 year, the tree will be 5 + 1 = <<5+1=6>>6 feet tall.
After 2 years, it will grow by another 20% of its new height. 6 * 0.20 = <<6*0.20=1.2>>1.2, rounded to 1 foot. So, after 2 years, the tree will be 6 + 1 = <<6+1=7>>7 feet tall.
After 3 years, it will grow by 20% of 7 feet, which is 7 * 0.20 = <<7*0.20=1.4>>1.4, rounded to 1 foot. So, after 3 years, the tree will be 7 + 1 = <<7+1=8>>8 feet tall.
After 4 years, it will grow by 20% of 8 feet, which is 8 * 0.20 = <<8*0.20=1.6>>1.6, rounded to 2 feet. So, after 4 years, the tree will be 8 + 2 = <<8+2=10>>10 feet tall.
After 5 years, it will grow by 20% of 10 feet, which is 10 * 0.20 = <<10*0.20=2>>2 feet. So, after 5 years, the tree will be 10 + 2 = <<10+2=12>>12 feet tall.
#### 12"
"A local bakery is known for its delicious cinnamon rolls. The bakery starts with a batch of 120 cinnamon rolls on Monday morning. Each day, they sell 40% of the remaining cinnamon rolls from the previous day. Additionally, they bake a fresh batch of cinnamon rolls each morning, which is half the amount of the initial batch on Monday. How many cinnamon rolls will the bakery have at the start of Friday morning?","On Monday, the bakery starts with 120 cinnamon rolls.
After selling 40% on Monday, they have 120 * 0.6 = <<120*0.6=72>>72 cinnamon rolls remaining.
On Tuesday morning, they bake 120 / 2 = <<120/2=60>>60 fresh cinnamon rolls.
So, on Tuesday, they have 72 + 60 = <<72+60=132>>132 cinnamon rolls.
After selling 40% on Tuesday, they have 132 * 0.6 = <<132*0.6=79.2>>79 cinnamon rolls remaining (rounded down).
On Wednesday morning, they bake another 60 fresh cinnamon rolls.
So, on Wednesday, they have 79 + 60 = <<79+60=139>>139 cinnamon rolls.
After selling 40% on Wednesday, they have 139 * 0.6 = <<139*0.6=83.4>>83 cinnamon rolls remaining (rounded down).
On Thursday morning, they bake another 60 fresh cinnamon rolls.
So, on Thursday, they have 83 + 60 = <<83+60=143>>143 cinnamon rolls.
After selling 40% on Thursday, they have 143 * 0.6 = <<143*0.6=85.8>>86 cinnamon rolls remaining (rounded up).
On Friday morning, they bake another 60 fresh cinnamon rolls.
Therefore, at the start of Friday morning, the bakery will have 86 + 60 = <<86+60=146>>146 cinnamon rolls.
#### 146"
"A small business is growing and needs to hire more employees. Currently, they have 5 employees. The business plans to triple their workforce each year for the next two years. After those two years, they will assess their growth and hire an additional 50% of their current workforce. How many employees will the small business have at the end of the third year?","At the start, the business has 5 employees.
After the first year, the number of employees will be 5*3=<<5*3=15>>15.
After the second year, the number of employees will be 15*3=<<15*3=45>>45.
In the third year, they will hire an additional 50% of 45, which is 45*0.5=<<45*0.5=22.5>>23 (rounded to the nearest whole number).
So, at the end of the third year, the total number of employees will be 45+23=<<45+23=68>>68.
#### 68"
"A gamer has accumulated 480 points in an online game and notices that his score increases by 15% each time he completes a level. If he completes 4 more levels, what will his final score be?","To find the final score, we need to apply the 15% increase 4 times.
After the 1st level, the score will be 480 * 1.15 = <<480*1.15=552>>552 points.
After the 2nd level, the score will be 552 * 1.15 = <<552*1.15=634.8>>635 points.
After the 3rd level, the score will be 635 * 1.15 = <<635*1.15=730.25>>730 points.
After the 4th level, the score will be 730 * 1.15 = <<730*1.15=839.5>>840 points.
Therefore, after completing 4 more levels, the gamer's final score will be 840 points.
#### 840"
"A company starts with 5 employees and plans to expand rapidly. Each year, the company will double its number of employees. How many employees will the company have at the beginning of the fourth year?","At the start, the company has 5 employees.
After the first year, the company will have 5*2=<<5*2=10>>10 employees.
After the second year, the company will have 10*2=<<10*2=20>>20 employees.
After the third year, the company will have 20*2=<<20*2=40>>40 employees.
So, at the beginning of the fourth year, the company will have 40 employees.
#### 40"
"A scientist is studying a new strain of bacteria in the lab. She starts with a single bacterial cell in a petri dish. Every hour, each bacterial cell divides into four new cells. After 6 hours, she treats the bacteria with an experimental drug that instantly kills off 3/4 of the bacteria present. How many bacterial cells are in the petri dish after the drug treatment?","After 1 hour, the single bacterial cell divides into 4 cells.
After 2 hours, each of the 4 cells divides into 4 more, so there are 4*4=<<4*4=16>>16 cells.
After 3 hours, each of the 16 cells divides into 4 more, so there are 16*4=<<16*4=64>>64 cells.
After 4 hours, each of the 64 cells divides into 4 more, so there are 64*4=<<64*4=256>>256 cells.
After 5 hours, each of the 256 cells divides into 4 more, so there are 256*4=<<256*4=1024>>1024 cells.
After 6 hours, each of the 1024 cells divides into 4 more, so there are 1024*4=<<1024*4=4096>>4096 cells.
The drug kills off 3/4 of the 4096 cells, leaving 1/4 of them alive.
4096 * 1/4 = <<4096*1/4=1024>>1024 cells remain after the drug treatment.
#### 1024"
"A biologist is studying the growth of a rare plant species. She starts with 5 plants in her greenhouse. Each month, the number of plants triples. After 3 months, she donates half of the plants to another research facility before letting them continue to grow. How many plants will the biologist have at the end of the 4th month?","The biologist starts with 5 plants.
After 1 month, the number of plants is 5*3=<<5*3=15>>15.
After 2 months, the number of plants is 15*3=<<15*3=45>>45.
After 3 months, the number of plants is 45*3=<<45*3=135>>135.
She then donates half, leaving her with 135/2=<<135/2=68>>68 plants (rounding up to the nearest whole plant).
In the 4th month, the remaining 68 plants will triple: 68*3=<<68*3=204>>204.
#### 204"
"A small business is experiencing rapid growth and needs to hire more employees to keep up with demand. The company currently has 5 employees, but plans to triple its workforce each year for the next two years. After the two years of rapid expansion, the company will then add 50% more employees in the third year. How many total employees will the company have at the end of the third year?","The company starts with 5 employees.
After the first year, the company will have 5*3=<<5*3=15>>15 employees.
After the second year, the company will have 15*3=<<15*3=45>>45 employees.
In the third year, the company will add 50% more employees, which is 45*0.5=<<45*0.5=22.5>>23 (rounded to the nearest whole number) additional employees.
So at the end of the third year, the company will have a total of 45+23=<<45+23=68>>68 employees.
#### 68"
