Question,Answer
"A space shuttle orbits the Earth at a speed of 17,500 miles per hour. It takes 90 minutes to complete one orbit. A satellite orbits at a speed of 14,000 miles per hour and completes one orbit every 120 minutes. After 6 hours, how many more miles has the space shuttle traveled compared to the satellite?","In one hour, the space shuttle travels 17,500 miles. So in 6 hours, it travels 17,500 * 6 = <<17500*6=105000>>105,000 miles.
Since it takes 90 minutes for the space shuttle to complete one orbit, it completes 6 * 60 / 90 = <<6*60/90=4>>4 orbits in 6 hours.
In one hour, the satellite travels 14,000 miles. So in 6 hours, it travels 14,000 * 6 = <<14000*6=84000>>84,000 miles. 
Since it takes 120 minutes for the satellite to complete one orbit, it completes 6 * 60 / 120 = <<6*60/120=3>>3 orbits in 6 hours.
Therefore, after 6 hours, the space shuttle has traveled 105,000 - 84,000 = <<105000-84000=21000>>21,000 miles more than the satellite.
#### 21000"
"A factory produces widgets at a rate of 120 per hour. After running for 3 hours, the machine breaks down and production drops to 60 widgets per hour. It takes 2 hours to repair the machine. How many fewer widgets are produced in an 8-hour shift due to the breakdown?","Without the breakdown, the machine would produce 120 widgets per hour * 8 hours = <<120*8=960>>960 widgets.
With the breakdown, the machine produces:
120 widgets per hour * 3 hours = <<120*3=360>>360 widgets, plus
60 widgets per hour * 2 hours = <<60*2=120>>120 widgets during the repair, plus 
120 widgets per hour * 3 hours = <<120*3=360>>360 widgets after the repair.
In total, that's 360 + 120 + 360 = <<360+120+360=840>>840 widgets.
So the breakdown caused the factory to produce 960 - 840 = <<960-840=120>>120 fewer widgets.
#### 120"
"A factory machine produces widgets at a rate of 120 per hour. After 2 hours of operation, the machine's speed is increased to 150 widgets per hour for the next 3 hours. Finally, the machine's speed is reduced to 100 widgets per hour for the last hour of operation. How many total widgets did the machine produce in the 6-hour period?","In the first 2 hours, the machine produced 120 widgets per hour * 2 hours = <<120*2=240>>240 widgets.
For the next 3 hours, the machine produced 150 widgets per hour * 3 hours = <<150*3=450>>450 widgets.
In the final hour, the machine produced 100 widgets per hour * 1 hour = <<100*1=100>>100 widgets.
So, the total number of widgets produced in the 6-hour period is 240 + 450 + 100 = <<240+450+100=790>>790 widgets.
#### 790"
"A train travels at a constant speed of 50 miles per hour. It takes the train 3 hours to get from City A to City B. On the return trip from City B to City A, the train's speed is reduced by 10 miles per hour due to track maintenance. How much longer does the return trip take compared to the initial trip, in minutes?","The initial trip takes 3 hours at a speed of 50 miles per hour, so the distance between City A and City B is 50 * 3 = <<50*3=150>>150 miles.
On the return trip, the train's speed is reduced to 50 - 10 = <<50-10=40>>40 miles per hour.
To calculate the time for the return trip, we divide the distance by the speed: 150 miles / 40 miles per hour = <<150/40=3.75>>3.75 hours.
3.75 hours is equal to 3 hours and 0.75 * 60 = <<0.75*60=45>>45 minutes.
The return trip takes 3 hours and 45 minutes, which is 45 minutes longer than the initial trip.
#### 45"
"A cruise ship travels at a constant speed of 20 miles per hour. It starts at port A and heads to port B, which is 150 miles away. After reaching port B, it immediately turns around and returns to port A at a reduced speed of 15 miles per hour. How many hours does the entire round trip take?","The trip from port A to port B takes 150 miles / 20 miles per hour = <<150/20=7.5>>7.5 hours. 
The return trip from port B to port A at the reduced speed takes 150 miles / 15 miles per hour = <<150/15=10>>10 hours.
The total time for the round trip is 7.5 hours + 10 hours = <<7.5+10=17.5>>17.5 hours.
#### 18"
"A baker is making a large cake for a wedding. He needs to make enough frosting to cover the cake. The recipe for the frosting requires 2 cups of sugar for every 3 cups of butter. If the baker has already used 9 cups of butter, how many more cups of sugar does he need to finish the frosting?","The recipe requires 2 cups of sugar for every 3 cups of butter.
Since the baker used 9 cups of butter, he will need (9/3) * 2 = <<(9/3)*2=6>>6 cups of sugar to maintain the ratio.
Assuming he already had some sugar, the question is asking how many more cups he needs.
To determine this, we would need to know how much sugar he has already used.
Without this information, we cannot calculate how many additional cups of sugar the baker needs.
#### More information needed"
"A cargo ship travels at a speed of 20 knots for 3 days. It then reduces its speed to 15 knots and travels for another 2 days before reaching its destination. If 1 knot is equal to 1.15 miles per hour, how many miles did the cargo ship travel in total?","20 knots is equal to 20 * 1.15 = <<20*1.15=23>>23 miles per hour.
At 23 miles per hour, the ship traveled 23 * 24 * 3 = <<23*24*3=1656>>1656 miles in the first 3 days.
15 knots is equal to 15 * 1.15 = <<15*1.15=17.25>>17.25 miles per hour.
At 17.25 miles per hour, the ship traveled 17.25 * 24 * 2 = <<17.25*24*2=828>>828 miles in the next 2 days.
In total, the cargo ship traveled 1656 + 828 = <<1656+828=2484>>2484 miles.
#### 2484"
"A printer can print 50 pages in 2 minutes. Anna has a report that is 475 pages long. She has already printed 75 pages. If Anna printed for 6 minutes at this rate and paused for a 3-minute break before printing again, how many more minutes will it take her to finish printing the report?","The printer can print 50 pages per 2 minutes, which is 50/2 = <<50/2=25>>25 pages per minute.
In 6 minutes, the printer can print 25 * 6 = <<25*6=150>>150 pages.
So far, Anna has printed 75 + 150 = <<75+150=225>>225 pages. 
She has 475 - 225 = <<475-225=250>>250 pages left to print.
At a rate of 25 pages per minute, it will take 250/25 = <<250/25=10>>10 more minutes to finish printing the report after her 3-minute break.
#### 10"
"A baker creates a special cake that requires 3 hours to bake and 2 hours to decorate. If she starts baking at 8am and works continuously, alternating between baking and decorating, how many completed cakes will she have made by 6pm?","The total time to make one cake is 3 hours baking + 2 hours decorating = <<3+2=5>>5 hours.
From 8am to 6pm is 10 hours, since 6pm - 8am = <<18-8=10>>10 hours.
In 10 hours, she can make 10 / 5 = <<10/5=2>>2 cakes.
#### 2"
"A factory has a machine that can produce 120 gadgets per hour. The machine runs for 6 hours, then needs 30 minutes of maintenance before it can run again for another 4 hours. How many total gadgets can the machine produce in a day if the factory operates for 16 hours per day?","In the first 6 hour shift, the machine produces 120 * 6 = <<120*6=720>>720 gadgets. 
It then undergoes maintenance for 30 minutes, leaving 16 - 6.5 = <<16-6.5=9.5>>9.5 hours remaining in the day.
In the next 4 hour shift, it produces 120 * 4 = <<120*4=480>>480 gadgets.
After this second shift, there are 9.5 - 4 = <<9.5-4=5.5>>5.5 hours left in the day.
The machine can run one more full 4 hour shift, producing another <<120*4=480>>480 gadgets.
In total, the machine produces 720 + 480 + 480 = <<720+480+480=1680>>1680 gadgets in a day.
#### 1680"
"A cargo ship is traveling across the ocean at a speed of 20 knots. It has already been sailing for 3 days, covering a distance of 1,440 nautical miles. If the total journey is 3,600 nautical miles, how many more days will it take for the ship to reach its destination?","The ship has traveled 20 knots * 24 hours per day * 3 days = <<20*24*3=1440>>1440 nautical miles in the first 3 days.
The total journey is 3,600 nautical miles, so the ship still needs to travel 3,600 - 1,440 = <<3600-1440=2160>>2160 nautical miles.
At a speed of 20 knots, the ship covers 20 * 24 = <<20*24=480>>480 nautical miles per day.
To cover the remaining 2,160 nautical miles, it will take 2,160 / 480 = <<round(2160/480)=5>>5 more days.
#### 5"
"A factory producing car parts has two assembly lines. The first line can assemble 120 parts per hour, while the second line can assemble 150 parts per hour. The factory needs to produce a total of 8,100 parts. If the first line runs for 30 hours, how many hours does the second line need to run to complete the order?","The first line produces 120 parts per hour * 30 hours = <<120*30=3600>>3600 parts.
The factory needs to produce a total of 8,100 parts.
The second line needs to produce the remaining 8,100 - 3,600 = <<8100-3600=4500>>4500 parts.
At a rate of 150 parts per hour, the second line needs to run for 4,500 / 150 = <<4500/150=30>>30 hours to complete the order.
#### 30"
"A plane travels at an average speed of 500 miles per hour. It makes a round trip, spending 2 hours in the air flying to its destination, 1 hour on the ground at the destination airport, and 2.5 hours flying back, with a 30-minute layover at the original airport. If the plane makes this round trip 3 times before needing to refuel, how many miles did it fly in total?","The plane spends 2 + 2.5 = <<2+2.5=4.5>>4.5 hours in the air for each round trip.
Flying at 500 miles per hour, it covers 500 * 4.5 = <<500*4.5=2250>>2250 miles per round trip.
If the plane makes 3 round trips, it will fly a total of 2250 * 3 = <<2250*3=6750>>6750 miles before refueling.
#### 6750"
"A factory produces 120 widgets per hour when operating at full capacity. Due to equipment maintenance, the factory can only operate at 75% capacity for 6 hours, then returns to full capacity for another 3 hours. How many fewer widgets are produced in this 9-hour period compared to operating at full capacity for the entire time?","At full capacity, the factory produces 120 widgets per hour.
At 75% capacity for 6 hours, it produces 120 * 0.75 * 6 = <<120*0.75*6=540>>540 widgets.
At full capacity for the remaining 3 hours, it produces 120 * 3 = <<120*3=360>>360 widgets.
In total during the 9 hours, it produced 540 + 360 = <<540+360=900>>900 widgets.
If operating at full capacity the whole time, it would have produced 120 * 9 = <<120*9=1080>>1080 widgets.
Therefore, it produced 1080 - 900 = <<1080-900=180>>180 fewer widgets due to the reduced capacity period.
#### 180"
"A printer takes 5 seconds to print each page of a document. A copier takes 8 seconds to copy each page. If there are 20 pages that need to be printed and copied, how many more seconds will the copier take compared to the printer to finish the job?","The printer will take 5 seconds * 20 pages = <<5*20=100>>100 seconds to print the document.
The copier will take 8 seconds * 20 pages = <<8*20=160>>160 seconds to copy the document.
The copier will take 160 seconds - 100 seconds = <<160-100=60>>60 seconds longer than the printer to finish the job.
#### 60"
"A factory produces 120 cars per day. Each car requires 4 hours of assembly time. On Mondays, the factory operates for 10 hours, and on the other weekdays, it operates for 8 hours. How many more cars can the factory produce in a 5-day workweek compared to only working Monday through Thursday?","On Monday, the factory can produce 120 cars / 4 hours per car * 10 hours = <<120/4*10=300>>300 cars.
On the other weekdays, the factory can produce 120 cars / 4 hours per car * 8 hours = <<120/4*8=240>>240 cars per day.
From Tuesday to Friday, the factory produces 240 * 4 = <<240*4=960>>960 cars.
In a 5-day workweek, the factory produces 300 + 960 = <<300+960=1260>>1260 cars.
Working only Monday through Thursday, the factory produces 300 + (240 * 3) = <<300+240*3=1020>>1020 cars.
Therefore, the factory can produce 1260 - 1020 = <<1260-1020=240>>240 more cars in a 5-day workweek compared to only working Monday through Thursday.
#### 240"
"In a swimming pool, it takes 5 hours to fill the pool using the main water valve, and 8 hours to drain it using the main drain valve. If both valves are opened at the same time, how many hours will it take to fill the pool?","Let's assume the pool's volume is 1. The main water valve fills at a rate of 1/5 of the pool per hour, and the main drain valve drains at a rate of 1/8 of the pool per hour.
The net fill rate is 1/5 - 1/8 = <<1/5-1/8=0.075>>0.075 of the pool per hour (the main drain valve is working against the main water valve).
To fill the pool (volume of 1) at this net rate, it will take 1/0.075 = <<round(1/0.075,0)=13>>13 hours.
#### 13"
